Gene1,Gene2,EdgeWeight
SNAI2,ZNF585B,0.29959267
EOMES,TEX10,0.2996033
SOX17,FLRT3,0.29961023
BCL11A,U2AF1,0.29964167
GATA6,PLAU,0.2997856
POU5F1,NHLH2,0.29981068
GATA6,ARL4D,0.29987895
MLLT3,ERCC-00130,0.29995984
OTX2,LIFR,0.30000147
TFAP2A,VASH2,0.30006555
SOX17,PRDM14,0.30015552
POU5F1,ANKMY2,0.30029178
SMAD2,ZNF516,0.3003105
SOX2,KHSRP,0.30032465
POU5F1,NFATC1,0.30037186
KLF5,ALPK2,0.3004048
HAND2,POLR1A,0.3004348
SMAD2,MBIP,0.3004563
GATA2,CAP2,0.30051643
HAND2,ELAVL2,0.3005535
NANOG,KLF8,0.3005681
ZFP42,UPF1,0.30061248
AR,TBX3,0.30068022
FOXP1,ITM2A,0.30078742
GATA2,SERTAD2,0.3007895
MXI1,ZNF398,0.30079946
HAND2,MCM5,0.30080765
HAND2,LDB2,0.30086032
POU5F1,RORB,0.30095732
SNAI2,PPARA,0.30100513
SNAI2,TEAD4,0.301059
DNMT3B,SNRPB,0.30106798
AR,GINS2,0.30113104
TCF4,ETV3,0.30115134
SNAI2,EHMT2,0.3011605
PRDM1,RUVBL1,0.3012901
BCL11A,RBFOX2,0.30136272
HAND2,GAD1,0.30139714
SNAI2,SCD5,0.30146664
NANOG,CTNNB1,0.3015828
DNMT3B,FAM135A,0.30161417
BCL11A,POLR1B,0.3016503
JUND,ZNF107,0.30165488
KLF5,FZD5,0.30165905
MXI1,TRERF1,0.30179662
KLF5,MCCC1,0.30182743
EOMES,PDCD4,0.30185217
JUND,ARL4A,0.30188903
SOX17,ARNT2,0.30191442
SOX17,ELAVL2,0.30196267
TFAP2A,ESCO2,0.30202034
SNAI2,LECT1,0.30205846
STAT3,GAD1,0.3021075
SOX17,RPE,0.30213135
GATA6,NFIA,0.30213535
JUND,ARID5B,0.3022018
KLF5,TRAPPC8,0.3022125
TFAP2A,PRPS2,0.30223796
PRDM1,PLCB4,0.30233356
TP53,MAN1A1,0.30237767
MXI1,HIF1A,0.30238825
SOX2,ILF3,0.30239
FOXH1,YPEL5,0.3024131
DNMT3B,DDX54,0.30242097
SNAI2,RRAS2,0.30242476
OTX2,AES,0.3024553
POU5F1,BRWD1,0.30245936
HAND2,SERTAD2,0.3024792
KLF5,RBPJ,0.3024869
TCF4,SUPT16H,0.3025265
KLF5,CBX3,0.30258837
ZFP42,ATG4C,0.3025957
MLLT3,ELOVL2,0.30261672
OTX2,TAF1L,0.30263692
LEF1,ZNF202,0.30264527
MLLT3,SEMA3E,0.30267248
HAND2,KAL1,0.30268446
BCL11A,FUBP1,0.30269504
POU5F1,SERPINE2,0.3027742
GATA4,MAP4K3,0.3028083
TEAD4,NHLH2,0.3028529
TFAP2A,ZNF146,0.30285504
EOMES,SF1,0.30288178
JUND,ECI2,0.30292702
TEAD4,ESRP1,0.3029433
GATA4,USP44,0.3029851
CTNNB1,ATF6,0.30301517
CTNNB1,FBXO5,0.30305016
FOXH1,HIF3A,0.30307278
FOXH1,TRIM33,0.3032185
TRIM28,GLMN,0.3034861
DNMT3B,TLE1,0.30352354
SNAI2,CD48,0.3035619
NANOG,IGDCC4,0.3037223
TP53,CDK6,0.30375797
JUND,ACOX3,0.3037654
SNAI2,ZNF471,0.3039075
CTNNB1,EOMES,0.30391687
NANOG,CCDC82,0.30401105
GATA2,TCEA1,0.30402339
OTX2,NKX3-1,0.30407125
FOXP1,WDR3,0.30411446
GATA6,CEP85L,0.3041998
NANOG,SF1,0.304227
OTX2,ISCA1,0.3042416
SNAI2,PMAIP1,0.30442777
DNMT3B,ZNF589,0.3044741
PRDM1,NUP54,0.3045224
BCL11A,NUDT11,0.30458313
TP53,APC,0.30461934
PRDM1,ESRP1,0.30462044
SMAD2,MLLT3,0.30471325
TRIM28,STAT2,0.30471593
DNMT3B,COL4A1,0.30476168
DNMT3B,ATG4C,0.30477706
TEAD4,EPB41L3,0.30480567
HAND2,ANKRD13C,0.30486026
MLLT3,SRSF1,0.30490077
FOXH1,DEDD2,0.30503267
EGR1,LRIG3,0.30506283
GATA6,UPF2,0.3051484
FOXH1,HNRNPD,0.3052101
FOXH1,UTP15,0.30524015
TRIM28,HDAC9,0.30526185
OTX2,MME,0.3053037
SMAD2,PCDH10,0.30531093
MXI1,TRUB1,0.30542487
HAND2,FOXP1,0.30543953
OTX2,TTK,0.3054653
CTNNB1,ERCC-00009,0.30548906
TEAD4,CCDC80,0.30553442
TRIM28,SEMA6A,0.30556166
FOXH1,TMF1,0.30561805
LEF1,DCLK1,0.30568397
TRIM28,HSD17B11,0.30568796
JUND,NFATC1,0.30570906
STAT3,CNKSR3,0.30586162
MXI1,FEZ1,0.30589712
FOXH1,POLR2A,0.30598286
ZFP42,TCF19,0.30600464
LEF1,E2F3,0.3060705
OTX2,ASH2L,0.30610573
TEAD4,PENK,0.3061103
FOXH1,DAB2,0.30619454
OTX2,XRCC6,0.30623174
TCF4,SIRT1,0.30623838
GATA6,PITX2,0.30637154
JUND,NFIC,0.30645972
FOXP1,PRIM1,0.30650622
GATA4,BARX2,0.30668062
ZFP42,PBXIP1,0.30670616
EGR1,HDGF,0.3067181
GATA6,PRPS2,0.30674797
TEAD4,RNPS1,0.30682993
TFAP2A,TLR4,0.30683708
FOXH1,DCLK1,0.30690706
FOXH1,TCF4,0.30693826
HAND2,ZNF764,0.30697185
KLF5,PTMA,0.3071218
FOXP1,SNRPD1,0.30719545
BCL11A,TP53,0.3072013
STAT3,FBXO28,0.307312
NANOG,MAP3K2,0.30745307
KLF5,PSMD9,0.3074622
POU5F1,FBXO5,0.30749112
NANOG,BMP2,0.3075588
BCL11A,ERCC-00060,0.30756697
JUND,JMJD1C,0.30762583
TCF4,HNRNPAB,0.30769485
SOX17,STT3B,0.30770004
SMAD2,FXR1,0.30771917
SOX17,MEIS1,0.30773336
AR,CBX3,0.30787933
BCL11A,ANXA3,0.30795088
KLF5,ZIC2,0.308113
SOX2,RHOBTB3,0.30818886
SOX2,ANXA3,0.30823338
GATA2,LPGAT1,0.30829144
SNAI2,ERCC-00046,0.30833957
EOMES,THAP9,0.30838346
GATA2,ITM2A,0.30856243
STAT3,CUL1,0.30861828
STAT3,TEAD4,0.30862212
BCL11A,ANKMY2,0.3087987
DNMT3B,NFKBIB,0.30881584
GATA6,TSPAN12,0.30894345
TCF4,KRCC1,0.3090579
SNAI2,MRPS35,0.30906135
TEAD4,ODC1,0.3090878
GATA4,KHSRP,0.30919844
MXI1,TTK,0.30928665
TRIM28,FBXO34,0.3093071
FOXP1,ZEB1,0.30932665
STAT3,MEF2D,0.30935073
CTNNB1,DPYSL3,0.30945402
EGR1,RUNX1,0.30950767
EOMES,ERCC-00112,0.30955413
PRDM1,DNA2,0.30964398
FOXH1,FAM117B,0.30966222
EZH2,PHLDB2,0.3097338
GATA2,KDM6A,0.30976394
TRIM28,NFATC3,0.30979574
STAT3,SAP18,0.3097968
FOXH1,ERCC-00009,0.3098324
SNAI2,EGR1,0.30984753
LEF1,GPC3,0.3099078
GATA2,EZH2,0.3099393
MXI1,LMO2,0.3099528
TFAP2A,MCM7,0.31002194
CTNNB1,WDR3,0.31008798
SMAD2,NOC3L,0.3101008
OTX2,PLCB4,0.31016186
FOXP1,TRIM22,0.31029263
LEF1,OXTR,0.31032103
TEAD4,HSD17B11,0.3103393
HAND2,CDH11,0.3103689
EGR1,HNRNPAB,0.31046346
TCF4,S1PR3,0.31051925
TP53,LIMD1,0.310544
NANOG,NR0B1,0.31061357
CTNNB1,TLR4,0.31061804
KLF5,CLDN10,0.31061822
GATA2,KLF7,0.31064427
BCL11A,PDCD11,0.31065395
TRIM28,TIMP3,0.31072575
PRDM1,KDM6A,0.31076992
BCL11A,ZNF165,0.31079617
SNAI2,MLL3,0.31092322
EZH2,ETV7,0.31093705
GATA6,SEMA6D,0.3109812
TP53,DEDD2,0.311053
GATA4,ZNF165,0.3110936
FOXH1,TFAP4,0.31110796
POU5F1,RNPS1,0.31114554
GATA6,ATF6,0.31116125
GATA6,CCDC138,0.31120166
GATA6,PGM2,0.3114638
FOXH1,XRCC5,0.31151664
MXI1,ELOVL2,0.3116056
DNMT3B,LRRCC1,0.31163174
MXI1,TFB2M,0.31168526
SOX17,SEMA3E,0.3116954
TP53,SAP18,0.311828
EOMES,RIPPLY1,0.3118316
SNAI2,DAB2,0.31183827
MXI1,DPH2,0.3118807
MXI1,NUDT11,0.31203935
PRDM1,MSX1,0.312069
MLLT3,PLK1,0.31211936
STAT3,BMP2,0.3121349
HAND2,EOMES,0.31215572
TP53,MATN3,0.31222892
DNMT3B,CCPG1,0.31226075
TP53,ARFGAP3,0.31238705
FOXP1,NR0B1,0.31244332
GATA6,NFE2L3,0.31245205
FOXP1,SLC6A15,0.31251562
BCL11A,ZBTB2,0.31256777
SOX2,GLMN,0.3126169
AR,GPSM2,0.3126724
NANOG,YBX1,0.3127926
GATA2,FOXK1,0.312914
SNAI2,MEIS2,0.31292555
PRDM1,ZNF471,0.31293827
LEF1,ZNF488,0.31298164
STAT3,YAF2,0.3130018
DNMT3B,LHX1,0.31328577
HAND2,PBX1,0.31330645
GATA4,ERCC-00095,0.31343436
PRDM1,DMBX1,0.31347466
SMAD2,AFF1,0.3135425
TRIM28,SOX5,0.31367093
POU5F1,TRIP11,0.31372392
EGR1,POLB,0.31373954
FOXP1,SORL1,0.31376427
MXI1,PSMD9,0.3138935
GATA4,DDHD2,0.313954
KLF5,CENPK,0.31402373
KLF5,UNC5D,0.31404293
TP53,GYPE,0.3141009
NANOG,HSD17B11,0.31412178
NANOG,SOX13,0.31417322
DNMT3B,C11ORF82,0.31418398
POU5F1,XRCC6,0.31418708
FOXH1,SH3BGRL2,0.31422734
TP53,STC1,0.31430632
TP53,POU2F2,0.3143082
FOXH1,ANKRD50,0.31431064
SMAD2,HAPLN1,0.31432799
EOMES,CCNA2,0.3143957
GATA6,TCEA1,0.3144124
FOXH1,ZBTB38,0.3144162
SOX2,COL1A2,0.31443387
CTNNB1,POLR2G,0.31447148
TRIM28,TCF19,0.31452996
FOXH1,FARSB,0.31455827
FOXP1,MAPK10,0.31457174
FOXP1,DNMT3A,0.31462872
GATA2,SH3BGRL2,0.31471148
ZFP42,RBBP4,0.31489173
HAND2,TCEA1,0.31495926
JUND,MME,0.31496146
ZFP42,COL4A1,0.31504303
TCF4,VASH2,0.3151467
GATA2,ZKSCAN1,0.31519085
MLLT3,MLF1IP,0.31519443
JUND,COL4A6,0.3152069
TEAD4,MLLT6,0.31529045
OTX2,TGFB1I1,0.31529832
TCF4,SETBP1,0.31535906
STAT3,SIRT1,0.31543896
DNMT3B,SENP7,0.3154519
EGR1,CLGN,0.31557965
ZFP42,COL5A1,0.31565928
SOX2,SOX13,0.31568593
HAND2,ERCC-00022,0.31576586
GATA6,KHSRP,0.31576765
POU5F1,NKX3-1,0.3157998
MXI1,PDE3B,0.31590396
POU5F1,PCDH10,0.31593028
STAT3,KIAA1467,0.31594956
DNMT3B,LGR5,0.3159832
MXI1,UNC5C,0.31608826
TP53,TBX20,0.31615314
SMAD2,HOXB7,0.31617534
SOX17,TCF4,0.31625178
GATA3,WWP1,0.31633118
EOMES,MYOCD,0.31635484
EGR1,MCC,0.31652123
GATA2,NCAM1,0.3168252
HAND2,ID1,0.31688398
OTX2,MEPE,0.31689316
SNAI2,AR,0.31689554
BCL11A,B3GNT5,0.31691432
POU5F1,VWA5A,0.31691757
STAT3,PPARGC1B,0.31694648
MLLT3,DYNC1I1,0.31707662
FOXP1,CHAF1A,0.31722102
FOXH1,ERCC-00112,0.31725243
KLF5,PLSCR4,0.31729335
CTNNB1,KLHL24,0.3173086
TEAD4,MAP4K3,0.31742078
ZFP42,WDFY1,0.31742233
TEAD4,ID3,0.31743145
SMAD2,HOXB6,0.31747276
TP53,HLX,0.3174834
GATA4,COL1A2,0.31751242
TEAD4,CD9,0.31761092
KLF5,FARSB,0.31762862
HAND2,RALB,0.31771725
KLF5,PA2G4,0.3178203
STAT3,OXTR,0.3178361
MXI1,ERCC-00171,0.31787133
TCF4,EEF1A1,0.31791168
SOX2,KLF8,0.31793112
TRIM28,HCFC1,0.31811228
PRDM1,ZNF107,0.31817526
GATA4,KRCC1,0.31820396
EZH2,GATA4,0.3182137
TP53,S1PR3,0.31830752
POU5F1,PRPS2,0.31831074
SOX2,HOXB7,0.31838164
POU5F1,SLC36A4,0.31840634
TP53,MBIP,0.3184591
CTNNB1,ASXL1,0.3185528
GATA2,SMAD5,0.31862673
AR,SEMA3A,0.3186907
TEAD4,NR0B1,0.31873655
TP53,RORB,0.31873986
FOXP1,HNRNPK,0.31879038
SMAD2,BTBD10,0.3188017
NANOG,OTUD6B,0.31882825
MLLT3,PITX2,0.31886637
HAND2,ZNF165,0.3189004
JUND,MANEA,0.31892702
MLLT3,IFI16,0.3190341
SOX2,GINS2,0.31906408
TEAD4,KLHL6,0.31911057
TCF4,LRAT,0.31914547
KLF5,CA2,0.3191597
PRDM1,TRIM2,0.31934583
NANOG,CCDC138,0.31934822
SNAI2,SRSF2,0.3193574
SOX2,YPEL5,0.31957364
AR,PHLDA1,0.3195754
SMAD2,FOXD3,0.31960446
EZH2,BRWD1,0.31971467
TEAD4,ZNF142,0.31973147
GATA3,STIM2,0.31974706
PRDM1,ATG4C,0.31976372
FOXP1,GNG11,0.3197811
MXI1,FOXP1,0.3200394
TP53,ANKRD26,0.3200425
NANOG,STAT3,0.32007605
FOXP1,ALPK2,0.32008192
SNAI2,ZFPM2,0.32020992
FOXP1,RORB,0.32025862
AR,ZFPM2,0.32038033
MXI1,CNBP,0.32045418
EGR1,ESPL1,0.32046804
JUND,ZNF165,0.32052848
NANOG,GSC,0.32072496
NANOG,TRIM25,0.3207497
JUND,AES,0.320827
ZFP42,YPEL5,0.32097888
POU5F1,ODC1,0.32107246
TEAD4,POLR1B,0.32113183
GATA2,BAMBI,0.3211327
GATA2,BHLHE40,0.32118547
TRIM28,MKI67IP,0.32120883
HAND2,DUSP4,0.3212319
POU5F1,DKK1,0.32134452
OTX2,RPE,0.3214114
TRIM28,ZNF239,0.32152012
DNMT3B,SHOX2,0.32158402
SMAD2,MRPL1,0.32160205
TRIM28,OXTR,0.32174402
FOXH1,CHL1,0.32174557
OTX2,NFKBIB,0.32174698
LEF1,NRIP1,0.32175308
STAT3,COL4A6,0.32186896
TP53,DNMT1,0.32192203
SNAI2,WWTR1,0.322136
EGR1,ZFHX3,0.322155
TP53,GAD1,0.32220006
PRDM1,ACTC1,0.32225367
FOXP1,TCOF1,0.32229233
EGR1,DNMT1,0.32244724
TCF4,ERCC-00165,0.32246625
MXI1,BCL11A,0.32252836
TRIM28,NONO,0.32260096
HAND2,PARN,0.32264233
MLLT3,RAX2,0.3227209
TEAD4,FAM89A,0.32274684
NANOG,ZFHX3,0.32288808
TP53,DAB2,0.32289514
GATA6,MATN3,0.32292908
TFAP2A,UPF1,0.3230885
OTX2,ADAMTS3,0.32309955
GATA2,UPF1,0.32339853
PRDM1,RNF19A,0.3234095
TP53,ZDHHC21,0.32355776
EGR1,HCFC1,0.3235871
BCL11A,RORB,0.3236193
ZFP42,DPF2,0.32372284
LEF1,DNMT3A,0.32376355
CTNNB1,TRERF1,0.3237875
GATA3,COLEC12,0.32380503
MLLT3,TRIM33,0.3239094
FOXP1,PPT2,0.32394984
SNAI2,LIPG,0.32395875
PRDM1,CNKSR3,0.32397163
TCF4,GCA,0.3240369
EOMES,DEPDC1B,0.32406986
FOXP1,EHMT2,0.3241027
EGR1,ISCA1,0.32420102
HAND2,PTGR1,0.32427067
GATA6,TGFB1,0.32427767
TP53,NR0B1,0.32469577
PRDM1,SNRPD1,0.32470465
HAND2,RPP40,0.32473123
DNMT3B,JUND,0.32473612
DNMT3B,BCLAF1,0.32473725
TFAP2A,PDCD11,0.3247648
AR,FER,0.32491964
TRIM28,PELI2,0.32492286
POU5F1,ANKRD1,0.3249311
JUND,TRDN,0.32494804
BCL11A,PDCD4,0.3249505
TP53,ASS1,0.3249825
MLLT3,TBX3,0.3250612
GATA4,GAD1,0.32509363
MLLT3,BAG3,0.32510749
GATA4,DEDD2,0.32534277
PRDM1,NFATC1,0.32539022
SNAI2,YBX1,0.32544395
SMAD2,RBBP8,0.32547426
EZH2,GATA2,0.3254938
TP53,HIF3A,0.32549393
JUND,UHRF1,0.3256185
MLLT3,TEAD1,0.32573235
SOX2,LMX1B,0.32576105
TRIM28,ZNF280B,0.32580185
GATA2,PLOD2,0.32583568
DNMT3B,MAFG,0.3258547
ZFP42,NFKBIB,0.32585633
PRDM1,ZNF764,0.32590398
GATA4,RSPO3,0.3259273
KLF5,FEZ1,0.3259871
JUND,ESRRG,0.32614434
GATA3,SOS2,0.32624167
TFAP2A,ERCC-00009,0.32626536
EGR1,CRX,0.3262833
TEAD4,POLR3E,0.32629713
NANOG,CDK6,0.326322
STAT3,RNF19A,0.32643032
DNMT3B,FLI1,0.32648432
GATA2,KIAA1324L,0.32655802
TP53,ELAVL2,0.3266635
GATA4,AGL,0.32679576
TP53,E2F7,0.3267989
JUND,CDCA7L,0.3268521
FOXP1,JPH1,0.32689655
KLF5,PRDM1,0.32702
SNAI2,TLE3,0.3270938
DNMT3B,ZNF518B,0.3271119
FOXH1,MECOM,0.32713592
FOXP1,SMARCD3,0.32720116
GATA2,WDR35,0.32736626
OTX2,FER,0.32748285
JUND,TFE3,0.32752758
PRDM1,GPC6,0.327533
SNAI2,PDE3B,0.32755154
BCL11A,DNMT3A,0.3276165
ZFP42,CHEK2,0.3276195
GATA6,PHC1,0.32762662
SMAD2,CIITA,0.32764956
KLF5,ZNF107,0.3279923
EZH2,GATM,0.32801938
CTNNB1,ENO1,0.3280301
NANOG,ERCC-00009,0.3282261
FOXH1,ESRRG,0.32824516
GATA4,HIST1H1B,0.32827902
GATA2,PRKACB,0.32836503
GATA4,SMAD5,0.32839444
GATA6,XRN1,0.32844067
SOX2,GDAP1,0.32853293
TFAP2A,MAPK10,0.3285612
TFAP2A,POLR2I,0.3286551
EGR1,SRSF6,0.32865706
FOXP1,ELOVL2,0.32872295
HAND2,YBX1,0.32872495
TP53,ZNF518B,0.32873243
EGR1,B4GALT4,0.3288892
MLLT3,TRIP6,0.32925385
BCL11A,RAI1,0.32929105
MXI1,SUPT7L,0.32941195
ZFP42,HDGF,0.32941937
FOXH1,RAI14,0.32947206
JUND,RBBP8,0.32961714
TCF4,BNIP3,0.32963097
FOXP1,RAI14,0.32970646
SOX17,RARG,0.32976282
SNAI2,ZNF516,0.32978314
TFAP2A,FOXH1,0.32979465
FOXH1,LRAT,0.3298661
TFAP2A,CYP26A1,0.32997316
TP53,FAM89A,0.3300454
SOX17,NOL11,0.33009696
NANOG,RBPJ,0.33025083
TEAD4,GTF2H2D,0.33029574
MLLT3,STAT2,0.33034024
GATA4,HLA-DRB1,0.33046004
SMAD2,MRPS35,0.33054307
SOX2,E2F3,0.33085033
CTNNB1,PHF21A,0.33094192
BCL11A,SEMA3A,0.33095834
TP53,FBXO5,0.33104742
BCL11A,GATAD2A,0.33114618
ZFP42,PA2G4,0.33124703
HAND2,DYNC2LI1,0.33129698
BCL11A,WDFY1,0.33133218
SOX2,PATZ1,0.33135882
GATA3,SMARCD3,0.33155468
JUND,FOXJ1,0.33170515
HAND2,YAF2,0.3317476
SMAD2,TIMM8A,0.33184057
ZFP42,SNAI2,0.3319659
SNAI2,BTF3,0.332118
CTNNB1,KIF21A,0.33215323
TFAP2A,ZBTB2,0.3322127
HAND2,HAND1,0.33224076
BCL11A,KAT7,0.33232957
DNMT3B,RALB,0.3323554
SMAD2,LIMCH1,0.33241048
MXI1,NOL11,0.33241087
GATA6,CNBP,0.33243933
ZFP42,FEZ1,0.33259723
TFAP2A,WNT5A,0.33272672
MXI1,OTUD6B,0.33281857
HAND2,SLC35A3,0.33283985
ZFP42,WDR5,0.33285204
TEAD4,PPAPDC1A,0.3328549
EOMES,NFE2L3,0.33306593
DNMT3B,COL1A2,0.33311105
HAND2,ERCC-00165,0.33315852
TCF4,RXRG,0.33318514
CTNNB1,SPP1,0.33320284
TRIM28,GRPR,0.333275
FOXH1,CYP1B1,0.33334577
GATA4,RRN3,0.33348536
JUND,B3GNT5,0.33354098
BCL11A,MYBL2,0.33356193
EZH2,SERTAD2,0.33372355
SMAD2,OXTR,0.33395356
GATA2,STAT2,0.33398092
GATA6,PLK2,0.33400458
FOXP1,ZIC2,0.33411485
EZH2,EPCAM,0.3342488
FOXP1,ETV7,0.33428705
ZFP42,JUND,0.33434108
HAND2,EEF1A1,0.33436644
STAT3,RMI1,0.3344127
TCF4,FOXJ2,0.33449352
MLLT3,CDCA8,0.33471668
OTX2,SNX14,0.33472776
SOX17,PREPL,0.33478013
MXI1,SNRPB,0.3348083
TEAD4,KLHL4,0.33487216
STAT3,CD200,0.33498633
SOX2,ANKRD26,0.33502704
TCF4,ATP11B,0.33504382
GATA6,PTMA,0.33507115
CTNNB1,NCAPG,0.33508304
OTX2,AIRE,0.3352338
JUND,KLHL6,0.33526194
EZH2,GRHL1,0.33528942
OTX2,NCAPG,0.33530292
TCF4,PHLDA1,0.33538312
TEAD4,GINS2,0.3354088
EOMES,DYNC2LI1,0.33544993
FOXP1,VWA5A,0.33548927
TCF4,CENPK,0.33555493
FOXH1,SEMA5A,0.33564466
ZFP42,DEPDC1B,0.33564594
STAT3,DTL,0.33567786
GATA2,HOMER1,0.33570215
GATA4,ITGA5,0.33581108
FOXP1,GCM1,0.33585882
GATA2,PA2G4,0.33590534
TCF4,HLX,0.33596358
TCF4,CIITA,0.33597735
BCL11A,NFATC3,0.33597738
TCF4,GATA6,0.33601934
TCF4,MBOAT1,0.3360574
NANOG,SNRPB,0.33608955
JUND,UPF1,0.33616072
MLLT3,BMPR1A,0.33620167
GATA2,DUSP4,0.3362491
TRIM28,FEZ1,0.3362729
MXI1,LRR1,0.33631074
BCL11A,TRAF6,0.3363327
KLF5,CD9,0.33638746
TEAD4,ZNF587,0.33640972
FOXP1,PDGFA,0.33650762
HAND2,POLR2D,0.33654237
JUND,KRCC1,0.33661678
PRDM1,ERCC-00004,0.33670947
MLLT3,MBIP,0.33675337
FOXH1,SRC,0.33685654
KLF5,CCPG1,0.33685672
NANOG,POLR2G,0.3369279
TEAD4,TGFB1,0.3369522
SOX2,NRIP1,0.33697325
DNMT3B,SEMA6A,0.33697885
KLF5,RARG,0.3370092
GATA6,SOX13,0.33702785
POU5F1,ZNF165,0.33705774
HAND2,ANKMY2,0.3370729
SNAI2,SKIL,0.3371314
SNAI2,LRRCC1,0.33723125
GATA6,ANGPT2,0.33723435
FOXP1,ID1,0.3372996
EOMES,STK38L,0.3372999
TRIM28,KIF21A,0.33732045
POU5F1,SAMD3,0.3374583
POU5F1,BMP4,0.33748055
GATA6,TLR4,0.33761674
LEF1,ZNF398,0.33765465
NANOG,PFKFB2,0.33768582
HAND2,U2AF1,0.33785373
OTX2,ZEB2,0.33797342
FOXH1,IGDCC4,0.3380444
FOXH1,SALL3,0.33805987
GATA3,PURA,0.33817077
EZH2,LIMCH1,0.3383041
AR,TJP2,0.33840343
TCF4,ZNF146,0.33852753
FOXP1,MXI1,0.338633
KLF5,SAMD3,0.33863765
OTX2,GRHL2,0.33870322
TEAD4,WDR3,0.33871374
EGR1,HAND2,0.33876982
POU5F1,TTK,0.3387875
GATA2,ALCAM,0.33882862
KLF5,UBTF,0.3388606
TFAP2A,ARHGAP42,0.3389214
TP53,KLHL6,0.33901206
OTX2,AFF4,0.33902758
EZH2,NOL11,0.33905667
NANOG,PRDM14,0.3390841
KLF5,FLRT3,0.33910558
TRIM28,PGR,0.33913764
TEAD4,RIOK1,0.33914226
SOX17,RNF19A,0.33934253
HAND2,DYNC1I1,0.3393798
GATA4,GLMN,0.33950898
TRIM28,UNC5C,0.33956423
POU5F1,NRP2,0.3395903
FOXH1,EWSR1,0.33960995
CTNNB1,GPC3,0.33964634
KLF5,TTC39B,0.33980203
MXI1,NUCB2,0.33982775
GATA3,HIF1A,0.33983058
NANOG,RRN3,0.33983564
FOXP1,CCDC82,0.33996207
EGR1,FBN1,0.33996674
STAT3,KAT7,0.3400275
DNMT3B,GCM1,0.34009004
EOMES,MTERF,0.34025803
TRIM28,DTL,0.3402751
ZFP42,ZIC3,0.3404351
GATA4,TMEM47,0.34054244
SMAD2,TCF19,0.34067106
TRIM28,TRIM33,0.3407283
EOMES,SNAI2,0.34074062
EZH2,ZNF512,0.34092075
TRIM28,NOC3L,0.34096745
GATA4,FST,0.34100363
NANOG,MAML3,0.34114468
EGR1,PCDH10,0.3413965
GATA4,PITX2,0.34153193
TEAD4,ZNF239,0.3415596
HAND2,ERCC-00042,0.34157538
BCL11A,TRIM22,0.34159005
POU5F1,CDC20,0.34171605
STAT3,LIN28A,0.34173
TFAP2A,NCOA6,0.34177566
TEAD4,CDC7,0.34179938
FOXP1,ILF3,0.3418832
SNAI2,TFAP4,0.3420344
MLLT3,ANKRD28,0.34208778
GATA4,TRIM25,0.34209967
TCF4,PIP4K2A,0.34224147
MLLT3,CCDC141,0.3422516
MLLT3,SOX5,0.34247082
MLLT3,WDR12,0.34258014
DNMT3B,ZNF30,0.3426247
TFAP2A,CDC20,0.34263808
DNMT3B,ISCA1,0.3426491
GATA2,NHLH2,0.34272
MLLT3,POLR1C,0.34279907
GATA4,KLHL28,0.34281328
POU5F1,COLEC12,0.34283733
SNAI2,CDCA7L,0.34300935
SOX2,FAM46A,0.34308875
TCF4,RAI14,0.34309113
EOMES,HOMER1,0.34314695
ZFP42,MSX1,0.3432432
SNAI2,MEIS1,0.3432941
TCF4,NONO,0.3433801
POU5F1,PRKACB,0.34340075
KLF5,ETV7,0.34340167
EGR1,ABLIM1,0.34348187
PRDM1,SOX5,0.34352145
TFAP2A,MYBL2,0.34365207
SNAI2,POLR1B,0.34372684
STAT3,NCAPG,0.3438336
FOXP1,DAAM1,0.34388378
EGR1,TEX10,0.34399456
TFAP2A,ATP2B4,0.34400538
KLF5,RALB,0.34425926
SOX2,CENPK,0.34427404
TRIM28,KIAA0528,0.34431562
DNMT3B,AK4,0.34433895
AR,HMGA1,0.34442124
PRDM1,MCM7,0.34442842
FOXH1,COL5A2,0.34448552
MLLT3,YBX1,0.34449008
GATA4,ABCA1,0.34450516
TRIM28,SOS2,0.3445397
GATA4,TCOF1,0.3446074
GATA2,SLC39A8,0.34469056
FOXH1,SLC6A15,0.3447674
EOMES,POLR2I,0.3447963
KLF5,SOX13,0.3448334
JUND,SPIB,0.34493595
FOXP1,ESCO2,0.34496334
GATA2,HIST1H1B,0.34500095
EGR1,IFI16,0.34502637
AR,PRTG,0.34505093
TRIM28,KIF15,0.3450522
EGR1,AFF4,0.34507343
GATA4,RND3,0.34508485
CTNNB1,CDCA8,0.34510165
CTNNB1,HIF1A,0.3452062
SMAD2,LEF1,0.34528527
STAT3,MAFF,0.3454091
JUND,HAS2,0.34546322
GATA4,ANGPT2,0.34554946
GATA6,SIRT1,0.34557402
FOXH1,B4GALT4,0.34565353
GATA6,RARG,0.34565654
EGR1,RAD51AP1,0.34571862
MXI1,C11ORF82,0.34577897
MLLT3,DPYSL3,0.34583342
SNAI2,SEMA5A,0.34597212
DNMT3B,POU5F1,0.34602517
PRDM1,MAFF,0.3461083
GATA6,SKA3,0.3462189
POU5F1,PPPDE1,0.346312
GATA4,DSCC1,0.34636888
TFAP2A,PSMD9,0.34648538
POU5F1,RNF13,0.3465252
FOXH1,RHOBTB3,0.34659642
FOXH1,KLHL6,0.3466434
TEAD4,CIITA,0.34665188
EGR1,XRCC6,0.3466585
AR,TTK,0.3466974
TFAP2A,CCNE2,0.34679908
